name	family	genus	species
A34R_scaffold400|length_935	Virgaviridae	Tobamovirus	Tomato mosaic virus
A33R_scaffold1036|length_719	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A39R_scaffold260|length_708	Virgaviridae	Tobamovirus	Tomato mosaic virus
A46R_scaffold478|length_692	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A46R_scaffold477|length_692	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A56R_scaffold185|length_1148	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold1255|length_757	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A56R_scaffold468|length_705	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold147|length_1828	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold260|length_1099	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold75|length_1344	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold106|length_1177	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold618|length_610	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold74|length_2734	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold212|length_939	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A32R_scaffold46|length_1839	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold5|length_5667	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold265|length_965	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A40R_scaffold129|length_1834	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold241|length_907	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold68|length_2088	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A33R_scaffold987|length_735	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold38|length_3968	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold20|length_4023	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold21|length_4023	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold24|length_1576	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A33R_scaffold1050|length_713	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold598|length_1011	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A6R_scaffold114|length_1362	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold290|length_921	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A1R_scaffold23|length_2258	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold240|length_669	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold242|length_666	Virgaviridae	Tobamovirus	Tomato mosaic virus
A1R_scaffold816|length_667	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold219|length_687	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold330|length_518	Virgaviridae	Tobamovirus	Tomato mosaic virus
A49R_scaffold5|length_1933	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A59R_scaffold4|length_2012	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold52|length_1537	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A46R_scaffold448|length_710	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A56R_scaffold444|length_723	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A41R_scaffold3|length_3771	Virgaviridae	Tobamovirus	Tomato mosaic virus
A33R_scaffold123|length_1553	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold1229|length_763	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A37R_scaffold1228|length_763	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A37R_scaffold1227|length_763	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A37R_scaffold1225|length_763	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A33R_scaffold577|length_913	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold785|length_917	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold784|length_917	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold783|length_917	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold782|length_917	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold781|length_917	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold780|length_917	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold779|length_917	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold704|length_953	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold787|length_916	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A58R_scaffold2|length_3749	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold769|length_900	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A28R_scaffold939|length_671	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A21R_scaffold302|length_1117	Virgaviridae	Tobamovirus	Tomato mosaic virus
A41R_scaffold227|length_906	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A23R_scaffold557|length_888	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold19|length_1789	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold193|length_796	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold41|length_2386	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A46R_scaffold43|length_1596	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A39R_scaffold160|length_867	Virgaviridae	Tobamovirus	Tomato mosaic virus
A29R_scaffold175|length_1319	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A58R_scaffold106|length_1296	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A37R_scaffold60|length_2174	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A39R_scaffold164|length_862	Virgaviridae	Tobamovirus	Tomato mosaic virus
A53R_scaffold828|length_632	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold2|length_2010	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A60R_scaffold8|length_1734	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold273|length_1306	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold1327|length_685	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A42R_scaffold17|length_2811	Virgaviridae	Tobamovirus	Tomato mosaic virus
A13R_scaffold1404|length_674	Virgaviridae	Tobamovirus	Tomato mosaic virus
A34R_scaffold487|length_875	Virgaviridae	Tobamovirus	Tomato brown rugose fruit virus
A38R_scaffold59|length_3466	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A58R_scaffold162|length_1066	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A28R_scaffold158|length_1492	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold82|length_1741	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold432|length_892	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold813|length_907	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A46R_scaffold289|length_869	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A46R_scaffold417|length_735	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A38R_scaffold375|length_1293	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A40R_scaffold203|length_1499	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A47R_scaffold380|length_1092	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A48R_scaffold1|length_5922	Virgaviridae	Tobamovirus	Tomato mosaic virus
A28R_scaffold629|length_844	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold636|length_842	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A39R_scaffold121|length_1068	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold441|length_1174	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold14|length_1723	Virgaviridae	Tobamovirus	Paprika mild mottle virus
A37R_scaffold1722|length_656	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A33R_scaffold660|length_870	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A16R_scaffold937|length_862	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold92|length_2381	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold121|length_1895	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold91|length_2123	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold460|length_871	Virgaviridae	Tobamovirus	Tomato mosaic virus
A28R_scaffold4|length_2904	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A58R_scaffold71|length_1469	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold236|length_1016	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold859|length_507	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A39R_scaffold324|length_624	Virgaviridae	Tobamovirus	Tomato mosaic virus
A46R_scaffold2|length_3751	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold1739|length_652	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A42R_scaffold200|length_1267	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold1|length_6228	Virgaviridae	Tobamovirus	Tomato mosaic virus
A55R_scaffold567|length_640	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold1937|length_620	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold397|length_1030	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold220|length_1442	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A1R_scaffold329|length_1028	Virgaviridae	Tobamovirus	Tomato mosaic virus
A4R_scaffold427|length_753	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold449|length_721	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold1605|length_617	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold1691|length_661	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A39R_scaffold297|length_652	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A56R_scaffold353|length_821	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold555|length_638	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A43R_scaffold22|length_1664	Virgaviridae	Tobamovirus	Tomato mosaic virus
A44R_scaffold59|length_1459	Virgaviridae	Tobamovirus	Tomato mosaic virus
A29R_scaffold1197|length_643	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold714|length_724	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A1R_scaffold805|length_671	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold14|length_2604	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold293|length_1224	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold355|length_981	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold1157|length_562	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold1291|length_531	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold450|length_863	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold277|length_1345	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold967|length_807	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A46R_scaffold287|length_869	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A37R_scaffold1995|length_609	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold146|length_1828	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold152|length_1828	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A47R_scaffold797|length_837	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A48R_scaffold585|length_623	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold496|length_678	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A46R_scaffold226|length_950	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A28R_scaffold512|length_914	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold995|length_607	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A41R_scaffold313|length_838	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A39R_scaffold89|length_1307	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold242|length_1007	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold2033|length_604	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A10R_scaffold72|length_1423	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold165|length_861	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold1598|length_617	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold1596|length_617	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A47R_scaffold822|length_829	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A39R_scaffold31|length_1598	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold24|length_1667	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold231|length_1153	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold291|length_1058	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold246|length_654	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold319|length_633	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold370|length_800	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A40R_scaffold387|length_1000	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold626|length_600	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold1074|length_805	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold7|length_3007	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold238|length_1610	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold368|length_1308	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold366|length_1308	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold102|length_1815	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A39R_scaffold270|length_684	Virgaviridae	Tobamovirus	Tomato mosaic virus
A28R_scaffold692|length_794	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold1728|length_654	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A8R_scaffold1218|length_591	Virgaviridae	Tobamovirus	Tomato mosaic virus
A43R_scaffold649|length_620	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold1576|length_622	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold1575|length_622	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold1647|length_608	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold23|length_1576	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold22|length_1576	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A8R_scaffold1369|length_556	Virgaviridae	Tobamovirus	Tomato mosaic virus
A1R_scaffold362|length_991	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold178|length_768	Virgaviridae	Tobamovirus	Tomato mosaic virus
A32R_scaffold219|length_1131	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold611|length_596	Virgaviridae	Tobamovirus	Tomato mottle mosaic virus
A13R_scaffold1629|length_622	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A38R_scaffold1767|length_586	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A28R_scaffold1056|length_622	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A4R_scaffold733|length_620	Virgaviridae	Tobamovirus	Tomato mosaic virus
A57R_scaffold224|length_712	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A30R_scaffold233|length_1170	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A26R_scaffold1117|length_786	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A45R_scaffold221|length_686	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold15|length_2739	Virgaviridae	Tobamovirus	Tomato mosaic virus
A1R_scaffold11|length_2666	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold43|length_1197	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold391|length_992	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold176|length_769	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold780|length_689	Virgaviridae	Tobamovirus	Tomato mosaic virus
A50R_scaffold217|length_776	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A12R_scaffold104|length_1600	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold193|length_1023	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A10R_scaffold240|length_970	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold179|length_765	Virgaviridae	Tobamovirus	Tomato mosaic virus
A7R_scaffold78|length_1755	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A4R_scaffold4|length_2113	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold1777|length_584	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A36R_scaffold115|length_1557	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A56R_scaffold18|length_2515	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold107|length_1966	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold16|length_1919	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold31|length_1356	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold105|length_1182	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold81|length_1748	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold90|length_976	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold204|length_706	Virgaviridae	Tobamovirus	Tomato mosaic virus
A28R_scaffold479|length_943	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold327|length_861	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold71|length_1869	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold70|length_1869	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold148|length_1125	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A46R_scaffold21|length_1946	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A38R_scaffold1060|length_769	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A15R_scaffold2184|length_598	Virgaviridae	Tobamovirus	Tomato mosaic virus
A22R_scaffold1541|length_591	Virgaviridae	Tobamovirus	Tomato mosaic virus
A1R_scaffold4|length_2830	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold252|length_1382	Virgaviridae	Tobamovirus	Tomato mosaic virus
A1R_scaffold763|length_686	Virgaviridae	Tobamovirus	Tomato mosaic virus
A46R_scaffold6|length_3007	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold5|length_3007	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold2315|length_561	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold2316|length_561	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold1168|length_560	Virgaviridae	Tobamovirus	Tomato mosaic virus
A12R_scaffold851|length_776	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A57R_scaffold4|length_3038	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold661|length_745	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold1186|length_774	Virgaviridae	Tobamovirus	Paprika mild mottle virus
A38R_scaffold10|length_5418	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold32|length_2288	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold2|length_6221	Virgaviridae	Tobamovirus	Tomato mosaic virus
A16R_scaffold40|length_2521	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold253|length_1374	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold407|length_554	Virgaviridae	Tobamovirus	Tomato mosaic virus
A50R_scaffold1|length_2629	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A46R_scaffold366|length_781	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A37R_scaffold130|length_1688	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A26R_scaffold1984|length_583	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold302|length_551	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold844|length_892	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
