name	circle	family	raw_family
A23D_scaffold1226|length_1566	linear	unknown	unknown
A23D_scaffold1235|length_1557	linear	unknown	unknown
A23D_scaffold1236|length_1557	linear	unknown	unknown
A23D_scaffold1237|length_1555	linear	unknown	unknown
A23D_scaffold1240|length_1551	linear	unknown	unknown
A23D_scaffold1241|length_1550	linear	unknown	unknown
A23D_scaffold1245|length_1546	linear	unknown	unknown
A23D_scaffold1246|length_1545	linear	unknown	unknown
A23D_scaffold1248|length_1544	linear	unknown	unknown
A23D_scaffold1252|length_1542	linear	unknown	unknown
A23D_scaffold1259|length_1538	linear	unknown	unknown
A23D_scaffold1261|length_1538	linear	unknown	unknown
A23D_scaffold1263|length_1537	circular	unknown	unknown
A23D_scaffold1271|length_1527	linear	unknown	unknown
A23D_scaffold1274|length_1521	linear	unknown	unknown
A23D_scaffold1278|length_1520	linear	unknown	unknown
A23D_scaffold1279|length_1520	linear	unknown	unknown
A23D_scaffold1282|length_1518	linear	unknown	unknown
A23D_scaffold1284|length_1517	linear	unknown	unknown
A23D_scaffold1289|length_1511	linear	unknown	unknown
A23D_scaffold1290|length_1509	linear	unknown	unknown
A23D_scaffold1298|length_1500	linear	unknown	unknown
A23D_scaffold1302|length_1499	linear	unknown	unknown
A23D_scaffold1303|length_1498	linear	unknown	unknown
A23D_scaffold1305|length_1495	linear	unknown	unknown
A23D_scaffold1307|length_1493	linear	unknown	unknown
A23D_scaffold1309|length_1491	linear	unknown	unknown
A23D_scaffold1310|length_1490	linear	unknown	unknown
A23D_scaffold1311|length_1490	linear	unknown	unknown
A23D_scaffold1315|length_1488	linear	unknown	unknown
A23D_scaffold1320|length_1479	linear	unknown	unknown
A23D_scaffold1325|length_1476	linear	unknown	unknown
A23D_scaffold1326|length_1475	linear	unknown	unknown
A23D_scaffold1328|length_1473	linear	unknown	unknown
A23D_scaffold1337|length_1466	circular	unknown	unknown
A23D_scaffold1338|length_1465	linear	unknown	unknown
A23D_scaffold1341|length_1461	linear	unknown	unknown
A23D_scaffold1342|length_1461	linear	unknown	unknown
A23D_scaffold1345|length_1459	linear	unknown	unknown
A23D_scaffold1346|length_1458	linear	unknown	unknown
A23D_scaffold1347|length_1456	circular	unknown	unknown
A23D_scaffold1351|length_1451	linear	unknown	unknown
A23D_scaffold1354|length_1447	linear	unknown	unknown
A23D_scaffold1358|length_1444	linear	unknown	unknown
A23D_scaffold1361|length_1441	linear	unknown	unknown
A23D_scaffold1365|length_1435	linear	unknown	unknown
A23D_scaffold1367|length_1430	linear	unknown	unknown
A23D_scaffold1373|length_1427	linear	unknown	unknown
A23D_scaffold1376|length_1425	linear	unknown	unknown
A23D_scaffold1379|length_1422	linear	unknown	unknown
A23D_scaffold1381|length_1419	linear	unknown	unknown
A23D_scaffold1387|length_1416	linear	unknown	unknown
A23D_scaffold1391|length_1411	linear	unknown	unknown
A23D_scaffold1395|length_1409	linear	unknown	unknown
A23D_scaffold1400|length_1405	linear	unknown	unknown
A23D_scaffold1406|length_1401	linear	unknown	unknown
A23D_scaffold1407|length_1401	linear	unknown	unknown
A23D_scaffold1410|length_1400	circular	unknown	unknown
A23D_scaffold1412|length_1398	linear	unknown	unknown
A23D_scaffold1414|length_1398	linear	unknown	unknown
A23D_scaffold1415|length_1397	linear	unknown	unknown
A23D_scaffold1421|length_1393	linear	unknown	unknown
A23D_scaffold1429|length_1378	linear	unknown	unknown
A23D_scaffold1430|length_1377	linear	unknown	unknown
A23D_scaffold1432|length_1376	linear	unknown	unknown
A23D_scaffold1434|length_1375	circular	unknown	unknown
A23D_scaffold1435|length_1374	linear	unknown	unknown
A23D_scaffold1439|length_1370	linear	unknown	unknown
A23D_scaffold1444|length_1366	circular	unknown	unknown
A23D_scaffold1446|length_1365	linear	unknown	unknown
A23D_scaffold1448|length_1363	linear	unknown	unknown
A23D_scaffold1451|length_1361	linear	unknown	unknown
A23D_scaffold1455|length_1361	linear	unknown	unknown
A23D_scaffold1457|length_1359	linear	unknown	unknown
A23D_scaffold1458|length_1358	linear	unknown	unknown
A23D_scaffold1459|length_1358	linear	unknown	unknown
A23D_scaffold1460|length_1358	linear	unknown	unknown
A23D_scaffold1464|length_1356	linear	unknown	unknown
A23D_scaffold1466|length_1355	linear	unknown	unknown
A23D_scaffold1470|length_1353	linear	unknown	unknown
A23D_scaffold1471|length_1353	linear	unknown	unknown
A23D_scaffold1472|length_1352	linear	unknown	unknown
A23D_scaffold1474|length_1351	linear	unknown	unknown
A23D_scaffold1479|length_1349	linear	unknown	unknown
A23D_scaffold1482|length_1348	linear	unknown	unknown
A23D_scaffold1487|length_1342	linear	unknown	unknown
A23D_scaffold1491|length_1341	linear	unknown	unknown
A23D_scaffold1498|length_1338	linear	unknown	unknown
A23D_scaffold1499|length_1336	linear	unknown	unknown
A23D_scaffold1504|length_1331	linear	unknown	unknown
A23D_scaffold1515|length_1325	circular	unknown	unknown
A23D_scaffold1516|length_1325	linear	unknown	unknown
A23D_scaffold1519|length_1324	linear	unknown	unknown
A23D_scaffold1521|length_1322	linear	unknown	unknown
A23D_scaffold1531|length_1318	linear	unknown	unknown
A23D_scaffold1532|length_1317	linear	unknown	unknown
A23D_scaffold1533|length_1316	linear	unknown	unknown
A23D_scaffold1536|length_1316	linear	unknown	unknown
A23D_scaffold1539|length_1314	linear	unknown	unknown
A23D_scaffold1540|length_1313	linear	unknown	unknown
A23D_scaffold1544|length_1312	linear	unknown	unknown
A23D_scaffold1552|length_1306	linear	unknown	unknown
A23D_scaffold1557|length_1304	linear	unknown	unknown
A23D_scaffold1558|length_1303	linear	unknown	unknown
A23D_scaffold1563|length_1300	linear	unknown	unknown
A23D_scaffold1569|length_1294	linear	unknown	unknown
A23D_scaffold1578|length_1287	linear	unknown	unknown
A23D_scaffold1580|length_1286	linear	unknown	unknown
A23D_scaffold1582|length_1285	linear	unknown	unknown
A23D_scaffold1584|length_1283	circular	unknown	unknown
A23D_scaffold1586|length_1281	linear	unknown	unknown
A23D_scaffold1589|length_1279	linear	unknown	unknown
A23D_scaffold1596|length_1278	linear	unknown	unknown
A23D_scaffold1599|length_1275	linear	unknown	unknown
A23D_scaffold1601|length_1273	linear	unknown	unknown
A23D_scaffold1610|length_1263	linear	unknown	unknown
A23D_scaffold1611|length_1263	linear	unknown	unknown
A23D_scaffold1612|length_1262	circular	unknown	unknown
A23D_scaffold1615|length_1260	linear	unknown	unknown
A23D_scaffold1616|length_1260	linear	unknown	unknown
A23D_scaffold1617|length_1259	linear	unknown	unknown
A23D_scaffold1622|length_1254	linear	unknown	unknown
A23D_scaffold1625|length_1252	linear	unknown	unknown
A23D_scaffold1630|length_1250	linear	unknown	unknown
A23D_scaffold1632|length_1250	linear	unknown	unknown
A23D_scaffold1640|length_1247	linear	unknown	unknown
A23D_scaffold1652|length_1241	linear	unknown	unknown
A23D_scaffold1656|length_1240	circular	unknown	unknown
A23D_scaffold1657|length_1240	linear	unknown	unknown
A23D_scaffold1660|length_1236	linear	unknown	unknown
A23D_scaffold1667|length_1231	linear	unknown	unknown
A23D_scaffold1669|length_1230	linear	unknown	unknown
A23D_scaffold1675|length_1224	linear	unknown	unknown
A23D_scaffold1677|length_1221	linear	unknown	unknown
A23D_scaffold1685|length_1214	linear	unknown	unknown
A23D_scaffold1694|length_1211	linear	unknown	unknown
A23D_scaffold1696|length_1210	linear	unknown	unknown
A23D_scaffold1705|length_1201	linear	unknown	unknown
A23D_scaffold1706|length_1200	linear	unknown	unknown
A23D_scaffold1711|length_1197	linear	unknown	unknown
A23D_scaffold1712|length_1197	linear	unknown	unknown
A23D_scaffold1715|length_1196	linear	unknown	unknown
A23D_scaffold1720|length_1190	linear	unknown	unknown
A23D_scaffold1725|length_1187	linear	unknown	unknown
A23D_scaffold1728|length_1186	linear	unknown	unknown
A23D_scaffold1745|length_1178	linear	unknown	unknown
A23D_scaffold1748|length_1177	linear	unknown	unknown
A23D_scaffold1757|length_1173	linear	unknown	unknown
A23D_scaffold1758|length_1172	linear	unknown	unknown
A23D_scaffold1759|length_1172	linear	unknown	unknown
A23D_scaffold1762|length_1171	linear	unknown	unknown
A23D_scaffold1763|length_1171	circular	unknown	unknown
A23D_scaffold1777|length_1165	linear	unknown	unknown
A23D_scaffold1781|length_1161	linear	unknown	unknown
A23D_scaffold1799|length_1154	linear	unknown	unknown
A23D_scaffold1803|length_1152	linear	unknown	unknown
A23D_scaffold1807|length_1152	circular	unknown	unknown
A23D_scaffold1809|length_1151	linear	unknown	unknown
A23D_scaffold1811|length_1149	linear	unknown	unknown
A23D_scaffold1812|length_1149	linear	unknown	unknown
A23D_scaffold1819|length_1145	linear	unknown	unknown
A23D_scaffold1825|length_1140	linear	unknown	unknown
A23D_scaffold1831|length_1136	linear	unknown	unknown
A23D_scaffold1838|length_1135	linear	unknown	unknown
A23D_scaffold1839|length_1135	linear	unknown	unknown
A23D_scaffold1841|length_1133	linear	unknown	unknown
A23D_scaffold1843|length_1132	linear	unknown	unknown
A23D_scaffold1845|length_1131	linear	unknown	unknown
A23D_scaffold1871|length_1119	linear	unknown	unknown
A23D_scaffold1873|length_1118	linear	unknown	unknown
A23D_scaffold1875|length_1118	linear	unknown	unknown
A23D_scaffold1885|length_1112	linear	unknown	unknown
A23D_scaffold1889|length_1109	linear	unknown	unknown
A23D_scaffold1895|length_1105	linear	unknown	unknown
A23D_scaffold1900|length_1101	linear	unknown	unknown
A23D_scaffold1906|length_1098	linear	unknown	unknown
A23D_scaffold1909|length_1096	linear	unknown	unknown
A23D_scaffold1911|length_1095	linear	unknown	unknown
A23D_scaffold1915|length_1094	linear	unknown	unknown
A23D_scaffold1919|length_1093	linear	unknown	unknown
A23D_scaffold1940|length_1083	linear	unknown	unknown
A23D_scaffold1952|length_1077	linear	unknown	unknown
A23D_scaffold1960|length_1072	linear	unknown	unknown
A23D_scaffold1963|length_1071	linear	unknown	unknown
A23D_scaffold1973|length_1065	linear	unknown	unknown
A23D_scaffold1976|length_1063	linear	unknown	unknown
A23D_scaffold1989|length_1057	linear	unknown	unknown
A23D_scaffold1993|length_1054	linear	unknown	unknown
A23D_scaffold1995|length_1053	circular	unknown	unknown
A23D_scaffold1997|length_1052	linear	unknown	unknown
A23D_scaffold1998|length_1052	linear	unknown	unknown
A23D_scaffold2000|length_1052	circular	unknown	unknown
A23D_scaffold2006|length_1049	linear	unknown	unknown
A23D_scaffold2010|length_1047	circular	unknown	unknown
A23D_scaffold2016|length_1045	linear	unknown	unknown
A23D_scaffold2019|length_1044	circular	unknown	unknown
A23D_scaffold2022|length_1043	circular	unknown	unknown
A23D_scaffold2026|length_1041	linear	unknown	unknown
A23D_scaffold2027|length_1041	circular	unknown	unknown
A23D_scaffold2029|length_1041	linear	unknown	unknown
A23D_scaffold2039|length_1035	linear	unknown	unknown
A23D_scaffold2041|length_1035	linear	unknown	unknown
A23D_scaffold2044|length_1034	linear	unknown	unknown
A23D_scaffold2046|length_1032	linear	unknown	unknown
A23D_scaffold2054|length_1029	linear	unknown	unknown
A23D_scaffold2055|length_1029	linear	unknown	unknown
A23D_scaffold2058|length_1029	circular	unknown	unknown
A23D_scaffold2060|length_1027	linear	unknown	unknown
A23D_scaffold2062|length_1026	circular	unknown	unknown
A23D_scaffold2089|length_1015	linear	unknown	unknown
A23D_scaffold2092|length_1014	circular	unknown	unknown
A23D_scaffold2096|length_1013	circular	unknown	unknown
A23D_scaffold2098|length_1012	linear	unknown	unknown
A23D_scaffold2106|length_1010	circular	unknown	unknown
A23D_scaffold2110|length_1009	circular	unknown	unknown
A23D_scaffold2114|length_1008	linear	unknown	unknown
A23D_scaffold2133|length_1000	circular	unknown	unknown
A24D_scaffold20|length_23699	linear	unknown	unknown
A24D_scaffold23|length_22501	linear	unknown	unknown
A24D_scaffold26|length_18589	linear	unknown	unknown
A24D_scaffold29|length_17453	linear	unknown	unknown
A24D_scaffold43|length_13977	linear	unknown	unknown
A24D_scaffold64|length_10626	linear	unknown	unknown
A24D_scaffold78|length_9647	circular	unknown	unknown
A24D_scaffold79|length_9595	linear	unknown	unknown
A24D_scaffold82|length_9319	linear	unknown	unknown
A24D_scaffold89|length_8826	linear	unknown	unknown
A24D_scaffold93|length_8659	linear	unknown	unknown
A24D_scaffold112|length_7240	linear	unknown	unknown
A24D_scaffold116|length_7112	linear	unknown	unknown
A24D_scaffold122|length_6908	linear	unknown	unknown
A24D_scaffold127|length_6696	linear	unknown	unknown
A24D_scaffold134|length_6422	circular	unknown	unknown
A24D_scaffold138|length_6273	linear	unknown	unknown
A24D_scaffold139|length_6252	linear	unknown	unknown
A24D_scaffold140|length_6143	linear	unknown	unknown
A24D_scaffold143|length_6064	linear	unknown	unknown
A24D_scaffold146|length_5999	linear	unknown	unknown
A24D_scaffold149|length_5947	linear	unknown	unknown
A24D_scaffold150|length_5915	linear	unknown	unknown
A24D_scaffold154|length_5890	circular	unknown	unknown
A24D_scaffold160|length_5785	linear	unknown	unknown
A24D_scaffold175|length_5422	linear	unknown	unknown
A24D_scaffold178|length_5351	linear	unknown	unknown
A24D_scaffold179|length_5336	linear	unknown	unknown
A24D_scaffold187|length_5161	linear	unknown	unknown
A24D_scaffold203|length_4818	linear	unknown	unknown
A24D_scaffold206|length_4782	linear	unknown	unknown
A24D_scaffold207|length_4734	linear	unknown	unknown
A24D_scaffold208|length_4705	linear	unknown	unknown
A24D_scaffold212|length_4631	linear	unknown	unknown
A24D_scaffold213|length_4616	linear	unknown	unknown
A24D_scaffold214|length_4614	circular	unknown	unknown
A24D_scaffold215|length_4600	linear	unknown	unknown
A24D_scaffold216|length_4582	linear	unknown	unknown
A24D_scaffold217|length_4572	linear	unknown	unknown
A24D_scaffold221|length_4535	linear	unknown	unknown
A24D_scaffold222|length_4534	linear	unknown	unknown
A24D_scaffold224|length_4511	linear	unknown	unknown
A24D_scaffold230|length_4432	linear	unknown	unknown
A24D_scaffold231|length_4430	linear	unknown	unknown
A24D_scaffold233|length_4396	linear	unknown	unknown
A24D_scaffold235|length_4385	linear	unknown	unknown
A24D_scaffold239|length_4360	linear	unknown	unknown
A24D_scaffold241|length_4317	linear	unknown	unknown
A24D_scaffold245|length_4239	linear	unknown	unknown
A24D_scaffold247|length_4234	circular	unknown	unknown
A24D_scaffold249|length_4222	circular	unknown	unknown
A24D_scaffold250|length_4215	linear	unknown	unknown
A24D_scaffold258|length_4135	linear	unknown	unknown
A24D_scaffold261|length_4115	linear	unknown	unknown
A24D_scaffold264|length_4062	linear	unknown	unknown
A24D_scaffold265|length_4054	linear	unknown	unknown
A24D_scaffold267|length_4049	linear	unknown	unknown
A24D_scaffold269|length_4009	linear	unknown	unknown
A24D_scaffold273|length_3964	linear	unknown	unknown
A24D_scaffold274|length_3963	linear	unknown	unknown
A24D_scaffold280|length_3919	linear	unknown	unknown
A24D_scaffold281|length_3912	circular	unknown	unknown
A24D_scaffold286|length_3854	linear	unknown	unknown
A24D_scaffold288|length_3823	linear	unknown	unknown
A24D_scaffold290|length_3819	circular	unknown	unknown
A24D_scaffold291|length_3813	circular	unknown	unknown
A24D_scaffold292|length_3797	linear	unknown	unknown
A24D_scaffold293|length_3790	linear	unknown	unknown
A24D_scaffold295|length_3779	linear	unknown	unknown
A24D_scaffold299|length_3764	linear	unknown	unknown
A24D_scaffold305|length_3697	linear	unknown	unknown
A24D_scaffold314|length_3608	linear	unknown	unknown
A24D_scaffold317|length_3564	linear	unknown	unknown
A24D_scaffold320|length_3532	circular	unknown	unknown
A24D_scaffold325|length_3511	linear	unknown	unknown
A24D_scaffold326|length_3492	linear	unknown	unknown
A24D_scaffold334|length_3459	linear	unknown	unknown
A24D_scaffold341|length_3428	circular	unknown	unknown
A24D_scaffold342|length_3411	linear	unknown	unknown
A24D_scaffold344|length_3398	linear	unknown	unknown
A24D_scaffold348|length_3391	circular	unknown	unknown
A24D_scaffold352|length_3341	circular	unknown	unknown
A24D_scaffold353|length_3337	circular	unknown	unknown
A24D_scaffold356|length_3314	linear	unknown	unknown
A24D_scaffold358|length_3299	linear	unknown	unknown
A24D_scaffold366|length_3273	linear	unknown	unknown
A24D_scaffold370|length_3252	circular	unknown	unknown
A24D_scaffold371|length_3237	linear	unknown	unknown
A24D_scaffold374|length_3219	linear	unknown	unknown
A24D_scaffold375|length_3219	linear	unknown	unknown
A24D_scaffold378|length_3207	linear	unknown	unknown
A24D_scaffold381|length_3187	linear	unknown	unknown
A24D_scaffold382|length_3181	linear	unknown	unknown
A24D_scaffold383|length_3167	linear	unknown	unknown
A24D_scaffold388|length_3120	linear	unknown	unknown
A24D_scaffold389|length_3119	linear	unknown	unknown
A24D_scaffold390|length_3091	linear	unknown	unknown
A24D_scaffold393|length_3082	linear	unknown	unknown
A24D_scaffold394|length_3079	linear	unknown	unknown
A24D_scaffold396|length_3064	circular	unknown	unknown
A24D_scaffold405|length_3021	linear	unknown	unknown
A24D_scaffold406|length_3020	linear	unknown	unknown
A24D_scaffold407|length_3019	linear	unknown	unknown
A24D_scaffold413|length_2999	linear	unknown	unknown
A24D_scaffold414|length_2994	linear	unknown	unknown
A24D_scaffold418|length_2980	circular	unknown	unknown
